Category;WordPhrase;Transcription;Translate;Example;CreateDate
Dictionary;lay;;мирской (как относящийся к мирской жизни, так и не относящийся к духовенству), светский;The recommendations of Vatican II certainly encourage more active lay participation in the life of the parish. — Постановления Второго Ватиканского Собора безусловно поощряют более активное участие мирян в жизни прихода.;28.11.2015
Dictionary;lean;;тощий, худощавый;He is plump, not lean. — Он полный, а не сухощавый.;28.11.2015
Dictionary;lease;;аренда, сдача внаем, наем;to cancel a lease — прекратить аренду;28.11.2015
Dictionary;let down;;опускать, разочаровывать;I've never felt so let down as when I was refused entry to the group that I wished to join. — Никогда я не чувствовал себя хуже, чем когда меня не приняли в группу, в которую я хотел вступить.;28.11.2015
Dictionary;lie;;ложь, неправда, обман;pack, tissue, web of lies — паутина лжи;28.11.2015
Dictionary;likely;;вероятный, возможный;She is likely to show up. — Вероятно, она появится.;28.11.2015
Dictionary;liquefy;;(превращать в жидкое состояние);to liquefy snow — растапливать снег;28.11.2015
Dictionary;lodge;;маленькое помещение, часто - для служебных целей, могущее служить временным пристанищем для кого-л.;hunting lodge — охотничий домик;28.11.2015
Dictionary;log;;бревно, колода, чурбан;;28.11.2015
Dictionary;loose;;свободный, непривязанный, неприкрепленный, спущенный с цепи, выпущенный из клетки и т. п.;Her hair hung loose to her shoulders. — Ее волосы свободно падали на плечи.;28.11.2015
Dictionary;lovely;;красивый, прекрасный, привлекательный;lovely girl — красивая девушка;28.11.2015
Dictionary;lower;;сравн. ст. от low II 1., снижать, уменьшать;lower deck — нижняя палуба;28.11.2015
Dictionary;luxury;;уст. разврат, распутство, богатство, пышность, роскошь;to afford a luxury — позволить (себе) роскошь;28.11.2015
Dictionary;machinery;;машинное оборудование, машины;to operate, run machinery — управлять оборудованием;28.11.2015
Dictionary;magnificent;;великолепный, величественный, производящий впечатление, внушительный;magnificent temple — величественный храм;28.11.2015
Dictionary;major;;майор (офицерское воинское звание во многих армиях мира);major fores — воен. главные силы;28.11.2015
Dictionary;make a mess of;;напутать, напортить, провалить все дело;A nice mess you've made of it. — Вы все испортили.;28.11.2015
Dictionary;make available;;предоставлять;;28.11.2015
Dictionary;make up for;;компенсировать;;28.11.2015
Dictionary;make up one's mind;;принять решение, решиться (на что-л. или сделать что-л.);;28.11.2015
Dictionary;malevolent;;злобный, злой, злорадный, недоброжелательный;malevolent fate — злая судьба;28.11.2015
Dictionary;malpractice;;противозаконное действие, злодеяние, должностное преступление;legal malpractice — противозаконное действие;28.11.2015
Dictionary;manage;;руководить, управлять, заведовать, стоять во главе;to manage a baseball team — руководить бейсбольной командой;28.11.2015
Dictionary;mate;;подручный, помощник;mate! — мат!;28.11.2015
Dictionary;mature;;зрелый, спелый (о фрукте, злаке и т. п.);mature age / years — зрелый возраст / зрелые годы;28.11.2015
Dictionary;measure;;мера, единица измерения;The measure is given in centimeters. — Единицей измерения является сантиметр.;28.11.2015
Dictionary;mechanize;;механизировать;;28.11.2015
Dictionary;media;;фон. звонкий согласный;;28.11.2015
Dictionary;memorandum;;заметка, записка (запись на память, чтобы не забыть);to draw up, prepare a memorandum — готовить меморандум;28.11.2015
Dictionary;mention;;упоминание, ссылка (на)                                              упоминать, ссылаться на;to make mention of smb., smth. — упомянуть кого-л., что-л.;28.11.2015
Dictionary;mild;;(о человеке, его характере и поведении);He has a mild disposition. — У него мягкий, спокойный характер.;28.11.2015
Dictionary;mind;;следить, обращать внимание;on one's mind — в мыслях, на уме;28.11.2015
Dictionary;misanthrope;;мизантроп, человеконенавистник;;28.11.2015
Dictionary;miscarriage;;неудача, провал;miscarriage of letters — недоставка писем;28.11.2015
Dictionary;mismanage;;плохо, неправильно управлять;;28.11.2015
Dictionary;mispronounce;;неправильно произносить;;28.11.2015
Dictionary;missing;;недостающий, отсутствующий, пропавший;there is a page missing — здесь недостает страницы;28.11.2015
Dictionary;misunderstand;;неправильно понять;;28.11.2015
Dictionary;misunderstanding;;неправильное понимание, неверное толкование, неправильное представление (о чем-л.);to cause, lead to a misunderstanding — приводить к неправильному пониманию;28.11.2015
Dictionary;moisture;;влажность, сырость, влага, мокрота;moisture cream — увлажняющий крем;28.11.2015
Dictionary;mortality;[mɔːˈtælətɪ];сущ.1) смертельность, летальность;infant mortality — детская смертность the mortality from disease — смертность от болезней epidemic with a heavy mortality — эпидемия с высоким процентом смертности;28.11.2015
Dictionary;mostly;;главным образом, по большей части, обыкновенно, обычно;;28.11.2015
Dictionary;motionless;;неподвижный, без движения, в состоянии покоя, неспособный двигаться;;28.11.2015
Dictionary;mountain range;;горный хребет;;28.11.2015
Dictionary;musical;;музыкальный;musical comedy — оперетта, музыкальная комедия;28.11.2015
Dictionary;mutually;;взаимно, обоюдно;;28.11.2015
Dictionary;mysterious;;таинственный, загадочный, непостижимый;;28.11.2015
Dictionary;natural;;естественный, природный;with the bravery natural to him — с присущей ему храбростью;28.11.2015
Dictionary;naturally;;конечно, как и следовало ожидать, естественно;We are naturally concerned about the future. — Мы, естественно, озабочены будущим.;28.11.2015
Dictionary;negotiable;;уст. могущий служить предметом переговоров;to put smb. in a negotiable condition — привести кого-л. за стол переговоров;28.11.2015
Dictionary;negotiation;;часто мн. переговоры, обсуждение условий;negotiations are under way — ведутся переговоры;28.11.2015
Dictionary;nervousness;;нервозность, повышенная возбудимость;;28.11.2015
Dictionary;neutralize;;балансировать, уравновешивать;;28.11.2015
Dictionary;nevertheless;;все же, все-таки, тем не менее;It will come to pass nevertheless. — Это все-таки произойдет;28.11.2015
Dictionary;non-negotiable;;фин. непередаваемый, необращающийся, необоротный (о ценной бумаге, которая не может свободно переходить из рук в руки);non-negotiable securities — необращающиеся [необоротные] ценные бумаги;28.11.2015
Dictionary;normalize;;нормализовать(ся), упорядочивать(ся);to normalize relations — урегулировать отношения;28.11.2015
Dictionary;numerous;;многочисленный, множественный;;28.11.2015
Dictionary;objection;;возражение, протест (в большинстве контекстов как юридический термин);to deal with, meet an objection — встретить возражение, натолкнуться на возражение;28.11.2015
Dictionary;obligation;;гарантия, обязательство;to undertake obligations, assume obligations — принимать обязательства;28.11.2015
Dictionary;oblige;;обязывать, связывать (обязательством, клятвой), заставлять, принуждать;;28.11.2015
Dictionary;obtain;;получать, добывать, приобретать;to obtain a reward — получить награду;28.11.2015
Dictionary;obvious;;очевидный, явный, ясный;for an obvious reason — по вполне понятной причине;28.11.2015
Dictionary;occasion;;возможность, случай, шанс;to have an occasion — иметь возможность;28.11.2015
Dictionary;offstage;;закулисный, кулуарный, негласный;;28.11.2015
Dictionary;on purpose;;нарочно;to accomplish, achieve, fulfill a purpose — достигнуть цели;28.11.2015
Dictionary;on the whole;;в целом;on the whole, the book is outstanding — в целом, книга выдающаяся;28.11.2015
Dictionary;one-sided;;однобокий, односторонний, неполный, предвзятый, пристрастный, тенденциозный;a one-sided report of a trial — односторонний судебный отчет;28.11.2015
Dictionary;oppose;;редк.;to oppose resolutely, strongly, vehemently — оказывать сильное, решительное сопротивление;28.11.2015
Dictionary;otherwise;;иначе, иным способом, иным образом, по-другому;God saw otherwise. — Бог видел по-другому.;28.11.2015
Dictionary;outlast;;длиться дольше, чем (что-л.), превосходить по длительности, пережить (кого-л.), продержаться дольше;The business they set up outlasted them all. — Дело, которое они основали, пережило их всех.;28.11.2015
Dictionary;outlay;;затраты, издержки, расходы, затрачивать, расходовать, тратить;outlay on / for scientific research — расходы на научные исследования;28.11.2015
Dictionary;oversleep;;проспать, заспаться (тж. oversleep oneself);to oversleep the usual hour of rising — проспать обычное время пробуждения;28.11.2015
Dictionary;overwhelm;;уст. переворачивать кверх ногами;Pompeii was overwhelmed by a vast accumulation of dust and ashes. — Помпеи были засыпаны кучей пыли и пепла.;28.11.2015
Dictionary;owing to;;из-за, вследствие, благодаря, по причине;The engine failed owing to a leaking radiator. — Двигатель отказал из-за того, что радиатор дал течь.;28.11.2015
Dictionary;painlessly;;безболезненно;;28.11.2015
Dictionary;parental;;родительский, отцовский, материнский;the removal of children from the parental home — отлучение детей от родительского дома;28.11.2015
Dictionary;participant;;участвующий, участник;active participant — активный участник;28.11.2015
Dictionary;participate;;участвовать (in), принимать участие;I like the whole school to participate in the sports. — Я бы хотел, чтобы вся школа занималась спортом.;28.11.2015
Dictionary;particular;;редкий, особенный;We live in an age wherein vice is very general, and virtue very particular. (Steele) — Мы живем в тот век, когда зло стало обыденностью, а добродетель чем-то редким, особенным.;28.11.2015
Dictionary;particularly;;очень, чрезвычайно, в высокой степени;It becomes necessary to consider more particularly the facts out of which those issues arise. (Sir J. Bacon) — Становится необходимым рассмотреть более пристально те факты, на основании которых делаются такие заключения.;28.11.2015
Dictionary;patron;;покровитель, патрон, шеф, глава, заступник, руководитель                                                         постоянный покупатель, клиент;patron of the arts — покровитель искусств;28.11.2015
Dictionary;peculiar;;специфический, особенный, своеобразный, необычный, особый, специальный;This latter point is one of peculiar interest. — Последний пункт представляет особенный интерес.;28.11.2015
Dictionary;peculiarity;[pɪˌkjuːlɪˈærətɪ];специфичность, особенность, своеобразие, специфика;It is a peculiarity of Asia that its regions are either very hot or very cold. — Такова особенность Азии: ее регионы или очень теплые, или очень холодные.;28.11.2015
Dictionary;perky;;бойкий, веселый;;28.11.2015
Dictionary;personal;;индивидуальный, персональный;personal income — личный доход;28.11.2015
Dictionary;personnel;;персонал, кадры (предприятия, учреждения);government personnel — правительственные служащие;28.11.2015
Dictionary;phenomena;;явления;;28.11.2015
Dictionary;phenomenon;;событие, феномен, явление;Snow is a phenomenon of winter. — Снег - обычное явление зимой.;28.11.2015
Dictionary;pine;;сосна;Grace missed him so badly that she almost pined away to nothing. — Грейс так тосковала по нему, что совсем зачахла.;28.11.2015
Dictionary;plausible;;благовидный, внешне честный или правдоподобный (о человеке, поступке, поведении и т. п.);a plausible pretext — благовидный предлог;28.11.2015
Dictionary;please;;радовать, доставлять удовольствие, быть в радость, нравиться (кому-л.), угождать;anything to please! — все, что угодно!;28.11.2015
Dictionary;policy;;линия поведения, установка, курс, стратегия, политика;to adopt a policy — принимать курс;28.11.2015
Dictionary;ponder;;обдумывать, взвешивать, размышлять (on, over, upon);The director is still pondering over the wisdom of accepting the contract. — Директор все еще думает, целесообразно ли подписывать контракт.;28.11.2015
Dictionary;postpone;;откладывать, отсрочивать, оттягивать;The concert has had to be postponed to next week. — Концерт пришлось отложить до следующей недели.;28.11.2015
Dictionary;potential;;возможность, (потенциальные) возможности, потенциал;determine the potential — определить возможности;28.11.2015
Dictionary;poverty;[ˈpɔvətɪ];бедность, нищета, нужда, скудость;to breed poverty — плодить нищету;28.11.2015
Dictionary;praise;;(по)хвала, восхваление, хвалить, восхвалять, превозносить, прославлять, славословить;beyond praise — выше всякой похвалы;28.11.2015
Dictionary;precede;;превосходить (по важности и т. п.), занимать более высокое положение (по должности), быть впереди (в каком-л. отношении);Bush preceded Clinton as president of the US. — Буш был предшественником Клинтона на посту президента США.;28.11.2015
Dictionary;preceding;;предшествующий, упомянутый, данный выше;preceding page — предыдущая страница;28.11.2015
Dictionary;precious;;драгоценный, большой ценности;precious stone — драгоценный камень;28.11.2015
Dictionary;precise;;точный, определенный;He is very precise about dates and facts. — Он всегда очень точен в датах и фактах.;28.11.2015
Dictionary;predecessor;;предшественник;;28.11.2015
Dictionary;prejudice;;предубеждение, предвзятое мнение;prejudice in favour of smb. — пристрастное отношение (в пользу кого-л.);28.11.2015
Dictionary;presence;;присутствие, наличие;The presence of pollen in the atmosphere causes hay fever in some people. — Наличие пыльцы в воздухе вызывает у некоторых людей сенную лихорадку.;28.11.2015
Dictionary;preserve;;обыкн. мн. консервы, презервы, варенье;forest preserve — лесной заповедник;28.11.2015
Dictionary;press;;надавливание, давление, сжатие;Round about him there seemed a press and throng of knights. (C. E. Norton) — Вокруг него была толпа рыцарей.;28.11.2015
Dictionary;pressure;;давление, сжатие, стискивание;She kicked at the door with her foot, and the pressure was enough to open it. — Она толкнула ногой дверь, сила удара оказалась достаточной, чтобы открыть ее.;28.11.2015
Dictionary;prevent;;предотвращать, предупреждать;to prevent the spread of disease — предупредить распространение болезни;28.11.2015
Dictionary;previous;;предыдущий, предшествующий (to);the previous day — накануне;28.11.2015
Dictionary;principal;;глава, начальник, патрон;principal and interest — капитал и проценты;28.11.2015
Dictionary;probability;;возможное, осуществимое, правдоподобное;His return to power was discussed openly as a probability. — Его возвращение к власти открыто обсуждалось как вполне вероятное.;28.11.2015
Dictionary;probably;;вероятно, наверное;it will probably rain — наверное пойдет дождь;28.11.2015
Dictionary;probe;;проба, образец                                                                         прощупывать, опробовать, проводить испытание;to launch a probe — выводить на орбиту научно-исследовательскую станцию;28.11.2015
Dictionary;proceed;;продолжать (говорить);Never mind the interruption, proceed with your story. — Не обращай внимания на то, что тебя прерывают, рассказывай.;28.11.2015
Dictionary;proclamation;;декларация, провозглашение, объявление, обнародование;;28.11.2015
Dictionary;profitable;;полезный, благоприятный;;28.11.2015
Dictionary;profound;;сильный, глубокий, непомерный, чрезвычайный;profound changes in one's life — кардинальные перемены в чьей-л. жизни;28.11.2015
Dictionary;promote;;выдвигать, продвигать, повышать в чине / звании;He was promoted from Captain to Commodore. — Его повысили в чине от капитана до коммодора.;28.11.2015
Dictionary;propagate;;размножать(ся), разводить;Pigeons can be propagated in great numbers and at a very quick rate. — Голубей можно разводить в большом количестве и быстрыми темпами.;28.11.2015
Dictionary;proper;;присущий, свойственный;proper name, proper noun — имя собственное;28.11.2015
Dictionary;properly;;редк. по сути, по существу, существенным образом;Law can never regulate wages properly. — Закон никогда не может в должной мере регулировать заработную плату.;28.11.2015
Dictionary;properties;;свойства;;28.11.2015
Dictionary;property;;имущество, собственность, состояние, хозяйство;to buy property — приобретать имущество / собственность;28.11.2015
Dictionary;proposal;;предложение, план;to accept, adopt, entertain a proposal — одобрить / принять предложение;28.11.2015
Dictionary;provide;;заготовлять, запасать, сберегать;to provide smb. with goods — снабдить кого-л. товарами;28.11.2015
Dictionary;punish;;наказывать, карать, налагать взыскание;to punish cruelly — жестоко покарать;28.11.2015
Dictionary;purchase;;покупка, закупка, купля (приобретение чего-л. за деньги);to make some purchases — делать покупки, закупаться;28.11.2015
Dictionary;pure;;чистый, беспримесный;pure air — чистый воздух;28.11.2015
Dictionary;purely;;чисто, без примесей;;28.11.2015
Dictionary;purify;[ˈpjuərɪfaɪ];очищать(ся) (от чего-л. - of, from) тж. перен.;All water in this area has been purified of undesirable chemicals. — В этом районе всю воду очистили от нежелательных химикатов.;28.11.2015
Dictionary;purposeless;;бесцельный, бесполезный, напрасный, бессмысленный;purposeless waste of time — бессмысленная трата времени;28.11.2015
Dictionary;qualification;;оговорка, ограничение, ограничительное условие, модификация, изменение;After certain qualifications, the proposal was accepted. — После введения некоторых ограничений проект был принят.;28.11.2015
Dictionary;qualify;;оценивать, квалифицировать, давать определение, называть (as, with);I'd like to qualify your statement — я хотел бы уточнить ваше заявление;28.11.2015
Dictionary;quantity;;количество тж. филос., численность, число;quantity repaired — количество отремонтированных изделий;28.11.2015
Dictionary;quarrel;;ссора, перебранка (about, over, with, between), повод к вражде, раздоры, спор;to cause, lead to a quarrel — приводить к ссоре;28.11.2015
Dictionary;radiate;;радиальный, расходящийся лучами;Many of the railway lines in England radiate from London. — Многие железные дороги Англии выходят из Лондона.;28.11.2015
Dictionary;rapid;;быстрый, скорый, стремительный;rapid pulse — учащенный пульс;28.11.2015
Dictionary;rapidly;;быстро;;28.11.2015
Dictionary;rare;;редкий, негустой, разреженный;rare medium — разреженная среда;28.11.2015
Dictionary;raw;;сырой, недоваренный, недожаренный, непропеченный (о пище, еде);he drank it raw — он выпил (спирт, виски и т. п.), не разбавляя;28.11.2015
Dictionary;readable;;хорошо написанный, интересный;a readable handwriting — разборчивый почерк;28.11.2015
Dictionary;realize;;осуществлять, выполнять (план, намерение), реализовывать, претворить в жизнь;She finally realized her goal. — Она наконец осуществила свою цель.;28.11.2015
Dictionary;rearrange;;менять, передвигать, переделывать, переставлять, переустраивать, трансформировать;;28.11.2015
Dictionary;reason;;разум, рассудок, ум, интеллект;within reason — в пределах разумного;28.11.2015
Dictionary;reasoning;;рассуждение, умозаключение;cogent, logical, plausible, solid, faulty reasoning — ошибочное рассуждение;28.11.2015
Dictionary;receipt;;квитанция;to get a receipt — получить квитанцию;28.11.2015
Dictionary;recent;;недавний, последний, новейший, новый, свежий, современный;recent plant — свежее растение;28.11.2015
Dictionary;reciprocal;;взаимный, обоюдный;reciprocal affection — взаимная привязанность;28.11.2015
Dictionary;recite;;повторять вслух по памяти (задание и т. п.), цитировать вслух;to recite poetry to the audience of two — читать стихи перед аудиторией в два человека;28.11.2015
Dictionary;recognition;;осознание, понимание, сознание, представление;the recognition that something isn't right — осознание того, что что-то не так;28.11.2015
Dictionary;recognize;;осознавать, постигать, признавать, отдавать себе отчет (в чем-л.);I had to recognize he was right — мне пришлось признать, что он прав;28.11.2015
Dictionary;recover;;вновь обретать, возвращать, получать обратно;Don't lend books to your friends, it's difficult to recover them from them. — Не давай книг друзьям, потом трудно получить эти книги обратно.;28.11.2015
Dictionary;recuperate;;поправляться, выздоравливать (from);How long did it take you to recuperate completely from your operation? — Сколько времени тебе потребовалось, чтобы полностью восстановиться после операции?;28.11.2015
Dictionary;reduce;;ослаблять, понижать, сокращать, уменьшать;We have been able to reduce our tax bill by 10%. — Мы сумели уменьшить сумму налога на десять процентов.;28.11.2015
Dictionary;redundant;;излишний, чрезмерный;;28.11.2015
Dictionary;refuse;;отвергать, отказывать, отклонять;to refuse categorically, completely, outright, point-blank — решительно отказываться;28.11.2015
Dictionary;regard as;;рассматривать в качестве;;28.11.2015
Dictionary;regarding;;относительно, касательно;regarding your proposal — что касается вашего предложения;28.11.2015
Dictionary;regret;;сожалеть, испытывать сожаление;to express regret at not being able to accept an invitation — выражать сожаление по поводу невозможности принять приглашение;28.11.2015
Dictionary;regular;;правильный, нормальный, регулярный, систематический;regular army — регулярная армия, постоянная армия;28.11.2015
Dictionary;rehabilitation;;реабилитация, восстановление в правах;track rehabilitation — ж.-д. реконструкция (железнодорожного) пути;28.11.2015
Dictionary;reinforce;;укреплять, усиливать;The army was reinforced with a fresh group of soldiers. — В армию пришли подкрепления из молодых людей.;28.11.2015
Dictionary;rejoice;;радовать, веселить, бодрить;The whole family are rejoicing at their unexpected good fortune. — Вся семья радуется неожиданной удаче.;28.11.2015
Dictionary;relative;;родственник, родственница, относительный, сравнительный, релятивный;blood relative — кровный родственник;28.11.2015
Dictionary;relatively;;относительно, сравнительно;relatively consistent мат. — относительно непротиворечивый;28.11.2015
Dictionary;reliability;[rɪˌlaɪəˈbɪlətɪ];надежность;reliability trial — испытание на надёжность;28.11.2015
Dictionary;reliable;;надежный, верный, испытанный;reliable firm — солидная фирма;28.11.2015
Dictionary;reluctantly;;с неохотой, неохотно, против желания;;28.11.2015
Dictionary;rely;;полагаться, надеяться, доверять, быть уверенным (в чем-л. - on, upon);to rely on it that — быть уверенным, что;28.11.2015
Dictionary;renowned;;знаменитый, известный, прославленный (as, for);renowned as a pianist — известный как пианист;28.11.2015
Dictionary;represent;;изображать;Love is represented as a child with a flower. — Любовь изображена в виде ребенка с цветком в руках.;28.11.2015
Dictionary;reprimand;;выговор, замечание;to administer, issue a reprimand — сделать внушение, замечание;28.11.2015
Dictionary;request;;просьба, требование (не категоричное, вежливое)                запрашивать, ходатайствовать;at / by request — по просьбе;28.11.2015
Dictionary;require;;приказывать, требовать;you are required to go there — вам приказано отправиться туда;28.11.2015
Dictionary;rescue;;спасение (жизни);to attempt rescue — попытаться спасти;28.11.2015
Dictionary;resist;;сопротивляться, оказывать сопротивление, противостоять, отбивать, отбрасывать;The soldiers resisted for two days. — Солдаты оказывали сопротивление в течение двух дней.;28.11.2015
Dictionary;resistance;;прям и перен. сопротивление, отпор, противодействие;to break down, crush, overcome, overpower, put down, smash, wear down resistance — сломить, преодолеть сопротивление;28.11.2015
Dictionary;resolve;;решимость, решительность, смелость;to display, show resolve — проявлять намерение (сделать что-л.);28.11.2015
Dictionary;respond;;отвечать;Would anyone care to respond to the last question? — Кто-нибудь ответит на последний вопрос?;28.11.2015
Dictionary;responsible;;ответственный, несущий ответственность, отвечающий (за что-л.);Who is responsible for this terrible mess? — Кто в ответе за эту ужасную путаницу?;28.11.2015
Dictionary;retirement;;отставка;retirement age — пенсионный возраст;28.11.2015
Dictionary;retrieve;;находить и приносить охотнику дичь (о собаке)доставать, вынимать;These dogs are trained to retrieve birds from the places where they fall. — Эти собаки так выдрессированы, что умеют находить подстреленную добычу и приносить ее охотнику.;28.11.2015
Dictionary;revise;;проверять, исправлять;to revise an article — проверять, исправлять статью;28.11.2015
Dictionary;revitalize;;воскрешать, восстанавливать, оживлять;;28.11.2015
Dictionary;revolt;;бунт, возмущение, восстание, мятеж;in revolt — восставший, охваченный восстанием;28.11.2015
Dictionary;revolutionize;;революционизировать, пропагандировать революционные идеи;to revolutionize a country — революционизировать страну;28.11.2015
Dictionary;ruin;;разорение, крах;complete, utter ruin — полный крах;28.11.2015
Dictionary;rule out;;вычеркивать;Rule out neatly any words which you do not wish the examiner to read. — Аккуратно зачеркни те слова, которые ты не хочешь показывать экзаменатору.;28.11.2015
Dictionary;sample;;образец, образчик, экземпляр;to distribute, hand out (free) samples — раздавать (бесплатные) образцы;28.11.2015
Dictionary;satellite;;сопровождающее и обслуживающее лицо, член свиты;satellites of Jupiter — спутники Юпитера;28.11.2015
Dictionary;satisfaction;;удовлетворение, удовлетворенность (чем-л. - at, with), удовольствие;to afford, give satisfaction to — удовлетворять (кого-л.);28.11.2015
Dictionary;satisfactorily;;удовлетворительно;;28.11.2015
Dictionary;satisfactory;;удовлетворительный, достаточный;satisfactory result — удовлетворительный результат;28.11.2015
Dictionary;satisfy;;удовлетворять (кого-л., чьи-л. требования, запросы);She satisfied herself that all doors were locked. — Она осталась довольна, что все двери закрыты.;28.11.2015
Dictionary;saturation;;насыщение, насыщенность;Japanese car makers have been equally blind to the saturation of their markets at home and abroad. — Производители автомобилей в Японии не замечают, что рынок насыщен их продукцией как дома, так и за рубежом.;28.11.2015
Dictionary;savings;;сбережения;;28.11.2015
Dictionary;scarcely;;едва, почти не;scarcely ever — почти никогда;28.11.2015
Dictionary;scarcity;;недостаток, нехватка (чего-л. - of);;28.11.2015
Dictionary;scholarship;;образованность, познания, ученость, эрудиция;to foster, promote scholarship — поощрять образованность, способствовать получению образования;28.11.2015
Dictionary;screw up;;завинчивать, подвинчивать (болт, гайку и т. п.), навинчивать (крышку и т. п.), подтягивать (струны);Can you screw up this handle for me, it is falling off again? — Ты можешь прикрутить эту ручку? Она опять отваливается.;28.11.2015
Dictionary;sedentary;;сидячий, неподвижный, малоподвижный;sedentary life — сидячий образ жизни;28.11.2015
Dictionary;seldom;;редко, нечасто, изредка;He seldom gives interviews. — Он редко дает интервью.;28.11.2015
Dictionary;sensation;;ощущение, чувство, эмоция, восприятие;numbing sensation — чувство онемения;28.11.2015
Dictionary;sensitive;;чувствительный, сенсорный;highly sensitive — высокочувствительный;28.11.2015
Dictionary;separation;;отделение, разделение, разъединение;He believes in the separation of the races. — Он верит в разделение рас.;28.11.2015
Dictionary;sequence;;последовательность, следование;sequence of moves — последовательность движений;28.11.2015
Dictionary;set;;поэт. заход, закат (о небесных светилах), перен. закат жизни;Removal of water results in the time of set being reduced. — Удаление воды приводит к тому, что время затвердевания уменьшается.;28.11.2015
Dictionary;severe;;строгий, суровый, требовательный;severe man — суровый человек;28.11.2015
Dictionary;sew;;зашивать, пришивать, сшивать, шить;be sewed up — стоять на мели;28.11.2015
Dictionary;share;;доля, часть, квота, делить, распределять;a share in — доля в (чем-л.);28.11.2015
Dictionary;sharp;;острый, остроконечный, отточенный;a good sharp penknife — хороший острый перочинный ножик;28.11.2015
Dictionary;shorthand;;стенография;shorthand typist — машинистка-стенографистка;28.11.2015
Dictionary;shout;;возглас, крик;to give a shout — закричать, воскликнуть;28.11.2015
Dictionary;significant;;знак, символ, обозначение, указание;significant importance — существенная важность;28.11.2015
Dictionary;simplify;;упрощать(ся), делать более простым, легким, становиться более простым, легким;;28.11.2015
Dictionary;sit;;сидеть, садиться (тж. to sit oneself);Are the children sitting at the dinner table yet? — Разве дети все еще сидят за обеденным столом?;28.11.2015
Dictionary;slightly;;мало, незначительно, несущественно, немного, слегка, еле-еле;to split slightly — слегка надколоть;28.11.2015
Dictionary;smart;;остроумный, жгучая, сильная боль (от удара, раны и т. п.)        толковый, сообразительный, находчивый;The soldiers have neither the smarts nor the education to work the complicated weapons of modern warfare. — У солдат нет ни достаточной сообразительности, ни образования, чтобы иметь дело со сложным современным вооружением.;28.11.2015
Dictionary;smuggle;;провозить контрабандой (обыкн. smuggle in, smuggle out, smuggle through);Some of these jewels have been smuggled in. — Некоторые из этих драгоценностей были провезены контрабандой.;28.11.2015
Dictionary;social;;общественный, социальный;social welfare — социальное обеспечение, патронаж (с благотворительными и воспитательными целями);28.11.2015
Dictionary;society;;общество;to polarize a society — разделить общество на два противоположных лагеря;28.11.2015
Dictionary;soil;;грунт, земля, почва;to chalk the soil — известковать почву;28.11.2015
Dictionary;solicitor;;солиситор, адвокат (дающий советы клиенту, подготавливающий дела для барристера и выступающий только в судах низшей инстанции);;28.11.2015
Dictionary;sophisticate;;извращать, подделывать, фальсифицировать;;28.11.2015
Dictionary;sophisticated;;лишенный простоты, естественности, наивности, изощренный, утонченный;sophisticated modern taste — утонченные современные вкусы;28.11.2015
Dictionary;specialist;;знаток, специалист (in, on);to call in a specialist — вызвать специалиста;28.11.2015
Dictionary;speciality;;занятие, профессия, специальность, сфера деятельности;My father was a historian of repute. His speciality was the history of Germany. — Мой отец был известным историком. Он занимался историей Германии.;28.11.2015
Dictionary;specific;;особенный, особый, специфический;specific situation — специфическая ситуация;28.11.2015
Dictionary;specify;;точно определять, устанавливать, предписывать, детально излагать;He specified the reasons of their failure. — Он проанализировал причины их неудачи.;28.11.2015
Dictionary;spirited;;живой, оживленный, энергичный, яркий;spirited reply — бойкий ответ;28.11.2015
Dictionary;stability;;(о материальных предметах);The true function of the root is to give stability to the tree. — На самом деле, корни нужны дереву для того, чтобы оно не падало.;28.11.2015
Dictionary;stammer;;заикание, произнесение с запинкой, остановкой в речи;irritating stammer — вызывающее раздражение заикание;28.11.2015
Dictionary;standardize;;стандартизировать, приводить в соответствие со стандартом, нормализовать, нормировать;;28.11.2015
Dictionary;starve;;голодать, умирать от голода;Every young and healthy feeling flogged and starved down. (Dickens) — Любое здоровое проявление чувств осуждалось и подавлялось.;28.11.2015
Dictionary;starving;;ужасно голодный;;28.11.2015
Dictionary;stationary;;закрепленный, неподвижный, стационарный;stationary bicycle, stationary bike — неподвижный велосипед, велотренажер;28.11.2015
Dictionary;stationery;;канцелярские товары, канцелярские принадлежности;continuous stationery — рулонная бумага;28.11.2015
Dictionary;statue;;изваяние, статуя;to carve a statue — вырезать статую (из дерева или кости), высекать статую (из камня);28.11.2015
Dictionary;statuesque;;застывший, похожий на изваяние;statuesque immovability of posture — полная неподвижность позы;28.11.2015
Dictionary;steadily;;монотонно;steadily decreasing function — монотонно убывающая функция;28.11.2015
Dictionary;steady;;устойчивый, прочный, твердый;a steady person — уравновешенный человек;28.11.2015
Dictionary;stick up for;;защищать, поддерживать;to stick up for one's rights — защищать свои права;28.11.2015
Dictionary;stirring;;взбалтывание, помешивание;subtle stirrings of the air — едва уловимое движение воздуха;28.11.2015
Dictionary;store;;запас, резерв;to have in store — иметь наготове, про запас;28.11.2015
Dictionary;strength;;сила, перен. достоинство, сильная сторона;to build up, develop one's strength — развивать, наращивать силу;28.11.2015
Dictionary;strengthen;;усиливать(ся), укреплять(ся), делать(ся) более крепким, сильным;The opal sharpens and strengthens the sight. — Опал обостряет и укрепляет зрение.;28.11.2015
